,user,text,favorite_count,retweet_count,created_at
46,3laa7gag,يا رب أسألك السلامة والعافية,0,0,2023-02-06 14:14:48+00:00
47,3laa7gag,أستغفر الله العظيم وأتوب إليه,0,0,2023-02-06 12:04:49+00:00
48,3laa7gag,😂😂😂 https://t.co/IL3OC4UHkg,1,0,2023-02-05 22:44:21+00:00
49,3laa7gag,يا رب مشاكل زى دى https://t.co/eFT5Hc8Gqx,0,0,2023-02-04 13:19:40+00:00
50,3laa7gag,لو فيه منك بس اتنين تلاته ⁦⁦💖 https://t.co/0DSFvUvr6c,0,0,2023-02-03 21:26:31+00:00
51,3laa7gag,@mamdouh_sief94 كل عام وانت إلى الله أقرب يا ممدوح⁦♥️⁩,1,0,2023-02-02 11:22:32+00:00
52,3laa7gag,فلتبدأ رحلة المجاهدة وفى نيتك إتمامها، ولو مت قبل إتمامها يكتب لك ثواب ما نويت.,0,0,2023-01-24 21:54:19+00:00
53,3laa7gag,المشكلة أنهم بعد ما بيخلصوا تقريبا كلهم بيعملوا كارير شيفت يعنى مزاكرة بلا هدف وأسأل مجرب 😂 https://t.co/6U37h0wZSQ,1,0,2023-01-19 01:02:22+00:00
54,3laa7gag,يا رب المزاكرة تموت لأننا بالوضع ده احنا اللى هنموت 💔,0,0,2023-01-16 14:03:36+00:00
55,3laa7gag,"ألم يحِن لنا أن نستقطع وقتا نهرب فيه من هذا التطاحن المعاصر لنعيد شحن أرواحنا بنسائم الإيمان..؟

ألم يأن لنا أن نرقق قلوبنا بالقرآن..؟

{ابراهيم السكران}",1,0,2023-01-12 00:46:21+00:00
56,3laa7gag,⁦♥️⁩⁦ https://t.co/vmEubebEeV,2,0,2023-01-12 00:36:42+00:00
57,3laa7gag,إِنَّا لِلَّهِ وَإِنَّا إِلَيْهِ رَاجِعُونَ,3,0,2023-01-11 11:32:00+00:00
58,3laa7gag,♥️✨ https://t.co/euiR8DDaBD,0,0,2023-01-05 22:28:16+00:00
59,3laa7gag,حزن 💔 https://t.co/o6j4HeBSrS,2,0,2023-01-03 00:27:45+00:00
60,3laa7gag,ظُلُمَاتٌ بَعْضُهَا فَوْقَ بَعْض,0,0,2022-12-28 14:32:01+00:00
61,3laa7gag,"لا يريد الهمّ منك إلا أن تريدَه..فيأتى!

-الرافعي",0,0,2022-12-26 01:25:56+00:00
62,3laa7gag,تخيل إن فيه ناس بتسافر أو بتخرج مخصوص علشان تتصور قدام شجرة الكريسماس عشان تحطها صورة بروفايل وتفتخر ب ده.. ربنا نفى الإيمان عن فقط اللى بيود اللى بيعادى الدين -وأعتقد أن كل تقاليد رأس السنة دى معادية للدين- فنصيحة لوجه الله أوعى تستهون بحاجة زى دى وخاف على دينك وآخرتك.,1,0,2022-12-25 12:11:35+00:00
63,3laa7gag,{لَّا تَجِدُ قَوْمًا يُؤْمِنُونَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ يُوَادُّونَ مَنْ حَادَّ اللَّهَ وَرَسُولَهُ وَلَوْ كَانُوا آبَاءَهُمْ أَوْ أَبْنَاءَهُمْ أَوْ إِخْوَانَهُمْ أَوْ عَشِيرَتَهُمْ},2,0,2022-12-25 11:57:43+00:00
64,3laa7gag,ولعلّ الزمانَ يسمحُ يومًا,0,0,2022-12-22 23:13:30+00:00
65,3laa7gag,"@MoAdil24 فعلى الأقل اسمع المصحف المرتل للشيخ عبدالباسط وبعد كده قارن بين الاتنين  براحتك هتلاقى الاتنين على نفس المرتبة ودرجة الصوت وتقريبا هتلاقى الشيخ عبدالباسط أهدأ وأبلغ فى توصيل المعانى كمان..
واسمع آراء القراء الخليجين نفسهم فى القراء المصريين وخصوصا الشيخ عبدالباسط هتعرف انك غلطان",0,0,2022-12-22 23:06:21+00:00
66,3laa7gag,@MoAdil24 حضرتك القراء المصريين بيقرأوا بمرتبة التحقيق والى بتكون بطيئة وبتحتاج تركيز على الأحكام وكذلك على درجات الصوت لكن القراء الخليجين بيقرأوا بمرتبة التدوير وهى القراءة المتوسطة اللى هى بين البطيئة والسريعة فدرجات الصوت غالبا هنا مش بتكون عالية,0,0,2022-12-22 22:59:50+00:00
67,3laa7gag,😂😂 https://t.co/lfefbGa8Bx,1,0,2022-12-20 10:41:50+00:00
68,3laa7gag,المونديال كله حاجه ودى حاجة تانية خالص ⁦♥️⁩👏 https://t.co/je1F2Q8NIc,0,0,2022-12-18 21:47:39+00:00
69,3laa7gag,"""الإنسان أضعف من تحمّل كَبَد هذه الدنيا بغير كلامٍ من خالقه، فالحمد لله الذي أنزل على عبده الكتاب."")",0,0,2022-12-11 13:54:10+00:00
70,3laa7gag,سر الفوز ♥️⁩⁦🇲🇦⁩⁦🇲🇦⁩🔥 https://t.co/WqSkQXiLOh,1,0,2022-12-10 18:10:33+00:00
71,3laa7gag,"وراء بعض النعم الظاهرة حرمان قاتل، يتجرّعه صاحبه بمرارة ولا يدري به إلا خالقه! 
(2)

أدهم الشرقاوي: {إلى المُنكسِرةِ قلُوبُهم}",1,0,2022-12-09 15:56:01+00:00
72,3laa7gag,"لا تخدعنّكم المظاهر، الناس صناديق  مغلقة. 
فلا تحكموا على الصندوق فإنّ فيه ما لا ترون! 
والناس كالكتب فيهم ما لا يمكن معرفته بالنظر إلى الغلاف فقط!
خلف الضحكات جروح غائرة حاول  الناس كتمانها عن الناس، فلا ترَ إلا ما ترى!
(1)",1,0,2022-12-09 15:56:00+00:00
73,3laa7gag,{مَّن كَانَ يُرِيدُ ثَوَابَ الدُّنْيَا فَعِندَ اللَّهِ ثَوَابُ الدُّنْيَا وَالْآخِرَةِ},1,0,2022-12-07 23:00:31+00:00
74,3laa7gag,عليه العوض https://t.co/ivhbY9m5An,0,0,2022-12-05 13:21:43+00:00
75,3laa7gag,حياة حقيقية، ومحبة حقيقية.❤ https://t.co/kw7ZverdbO,0,0,2022-12-03 21:20:12+00:00
76,3laa7gag,@ragaaaly_ بيعاملونا كعالم تالت شكلها كده,1,0,2022-12-03 15:39:35+00:00
77,3laa7gag,@ragaaaly_ لسه فاتح معايا الصراحه اهو بس محتاج verify برقم موبايل الدولة اللى أنا عامل عليها ال VPN,1,0,2022-12-03 15:37:01+00:00
78,3laa7gag,@ragaaaly_ جربت VPN ومافتحش بردة مش فاهم ليه المعاملة دى 😅,1,0,2022-12-03 15:24:49+00:00
79,3laa7gag,البوكمارك*,0,0,2022-12-03 15:18:36+00:00
80,3laa7gag,"إلى حصل فى مستشفى قويسنا ده كله عنجهية وكبر بطريقة مستفزة يعنى أنا فى منصب عالى وعيلتى كبيرة يبقى أدهس واضرب بالكرباج كمان أى حد أقل وأضعف منى كأننا قاعدين فى غابة وحاجة حسبى الله ونعم الوكيل والله
#مستشفي_قويسنا_المركزي",2,1,2022-12-02 21:18:03+00:00
81,3laa7gag,البوكمارت عندى مليان برودكاست سايبها للمواصلات ونفسى أرجع أسافر زى زمان عشان أسمعهم بجد,0,0,2022-12-02 19:20:04+00:00
82,3laa7gag,"مدة سعادتك فى الدنيا حتكون بمقدار التمسك بطريق الله لأنك حتكون عارف إنك سواء بلغت الطريق ونولت رضوان الله أو مُت على الطريق ففى كلا الحالتين ستُثاب الثواب العظيم فطمائنينه النفس مش هتسيبك مهما تعرضت من أذى فى الدنيا.
فيا رب ردنا إليك رداً جميلاً وثبتنا على طريقك المستقيم.(2)",0,0,2022-12-02 11:45:15+00:00
83,3laa7gag,خطبة الجمعة النهاردة كانت بعنوان ( هل أنت سعيد؟ أو شعرت بالسعادة يوماً؟) الصراحه سؤال شغل دماغ الواحد أمته كنت أنا سعيد أو آخر مرة حسيت فيها بالسعادة وساعتها مجاش فى بالى غير كل الأيام اللى كنت فيها أقرب من ربنا كنت تقريبا أسعد واحد ،وإن كل يوم بعدت فيه عن ربنا كان أتعس يوم...(1),0,0,2022-12-02 11:45:14+00:00
84,3laa7gag,@Ranah80381554 الغريب أن بلاقى ناس Head أو seniors باعتلى connect اللى هو ايه يا جماعة دا أنا كحيان والله 😂,2,0,2022-11-29 01:10:23+00:00
